Seq,Type,depth,ph,conductivity,carbon,nitrogen,phosphorus,potassium,WHC,porosity,class
507,Manmade S-1,4,8.6,360,0.15,22.54,14,150,40.2,39.5,2
508, Eucalyptus ,1,8.6,345,0.6,51.2,19.32,300,44.7,43,1
509, Eucalyptus ,1,8.6,345,0.6,51.2,19.32,300,44.7,43,1
510, Eucalyptus ,1,8.6,345,0.6,51.2,19.32,300,44.7,43,1
511,BRC-Nonleg-15,1,8.6,340,0.64,50,25,305,43,45.2,2
512,S-1,3,8.6,335,0.165,18.5,16,175,51.04,49.57,2
513,NFS-Banthra-3,3,8.6,335,0.18,38.5,16,195,44.9,42.2,2
514,M Md F S-1,3,8.6,335,0.175,18.5,16,195,39.7,42,3
515,Arjuna ,1,8.6,335,0.65,50.4,32,300,44.6,42,1
516,Arjuna ,1,8.6,335,0.65,50.4,32,300,44.6,42,1
517,Arjuna ,1,8.6,335,0.65,50.4,32,300,44.6,42,1
518,Plot No.38,1,8.6,310,0.43,72,30.08,420,44.33,43.44,3
519,Plot-42 BC,3,8.6,285,0.105,13.94,6.4,200,60.6,54,3
520,ProsopisJ ,4,8.6,280,0.11,33.46,10.28,150,39.7,40,1
521,ProsopisJ ,4,8.6,280,0.11,33.46,10.28,150,39.7,40,1
522,ProsopisJ ,4,8.6,280,0.11,33.46,10.28,150,39.7,40,1
523,Plot-29 BC,1,8.6,280,0.42,34,22.3,300,57.7,51,3
524,Plot-42 BC,2,8.6,270,0.23,17.94,11.6,225,38.7,37,3
525,Auriculiformis,3,8.6,200,0.22,24.45,18.4,150,42,39,1
526,Auriculiformis,3,8.6,200,0.22,24.45,18.4,150,42,39,1
527,Auriculiformis,3,8.6,200,0.22,24.45,18.4,150,42,39,1
528,Plot-16 AUC,1,8.6,190,0.24,17,20,250,76.8,49.9,3
529,Plot-1 BC,2,8.6,155,0.57,28,51,400,48.2,45,3
530,Bixa,1,8.6,120,0.77,62,21,185,43.3,39,2
531,Bixa,1,8.6,115,0.66,58,20,190,42.7,37,2
532,S N Mix Forest,2,8.63,475,0.29,53.34,23.82,295,43.94,44.56,1
533,S N Mix Forest,2,8.63,475,0.29,53.34,23.82,295,43.94,44.56,1
534,S N Mix Forest,2,8.63,475,0.29,53.34,23.82,295,43.94,44.56,1
535,Dulce,1,8.64,550,0.72,61.8,17.76,650,45,45,1
536,Dulce,1,8.64,550,0.72,61.8,17.76,650,45,45,1
537,Dulce,1,8.64,550,0.72,61.8,17.76,650,45,45,1
538, Eucalyptus ,1,8.64,335,0.57,52,16.96,250,46.2,44,1
539, Eucalyptus ,1,8.64,335,0.57,52,16.96,250,46.2,44,1
540, Eucalyptus ,1,8.64,335,0.57,52,16.96,250,46.2,44,1
541,procera,1,8.65,500,0.52,43.6,20.48,500,47.2,45,1
542,procera,1,8.65,500,0.52,43.6,20.48,500,47.2,45,1
543,procera,1,8.65,500,0.52,43.6,20.48,500,47.2,45,1
544,S N Mix Forest,2,8.65,470,0.32,53.76,24.25,300,43.69,44.51,1
545,S N Mix Forest,2,8.65,470,0.32,53.76,24.25,300,43.69,44.51,1
546,S N Mix Forest,2,8.65,470,0.32,53.76,24.25,300,43.69,44.51,1
547,NFS-1,2,8.65,460,0.255,36.6,17.92,290,66.24,44.79,3
548,BRCnonleg-25,2,8.65,460,0.26,36.6,17.92,300,45.3,44.7,2
549,NFS-banthra-1,1,8.65,420,0.49,73,28.85,345,46.1,46,2
550,Herb Annuals,1,8.65,230,0.225,44.8,44.32,685,60.97,58.27,3
551,Bixa,1,8.65,110,0.78,63,19,195,40.5,37,2
552,NFS-1,2,8.66,450,0.11,41.6,19.04,325,67.25,44.94,3
553,BRCnonleg-25,2,8.66,450,0.11,41.6,19.04,325,45.4,45.3,2
554,Auriculiformis,4,8.66,265,0.108,22.6,18.4,150,37.8,35,1
555,Auriculiformis,4,8.66,265,0.108,22.6,18.4,150,37.8,35,1
556,Auriculiformis,4,8.66,265,0.108,22.6,18.4,150,37.8,35,1
557,Plot-42 AC,3,8.7,640,0.135,13.6,19.36,100,44.3,42,3
558,Silviculture,2,8.7,605,0.26,37.22,19.83,325,44.31,42.48,1
559,Silviculture,2,8.7,605,0.26,37.22,19.83,325,44.31,42.48,1
560,Silviculture,2,8.7,605,0.26,37.22,19.83,325,44.31,42.48,1
561,Plot-28 BC,3,8.7,555,0.12,7.5,6,150,49.2,42,3
562,Grassland,2,8.7,540,0.36,59.2,38.4,425,60.87,54.83,3
563,Bamboo,4,8.7,525,0.25,26,5,270,48.33,48,3
564,Bougainvillea,4,8.7,450,0.1,28,42.6,340,65.6,59,3
565,NFS-2,1,8.7,395,0.4,75,30.16,330,47.08,58.72,3
566,NFS-banthra-1,1,8.7,395,0.48,75,30.16,330,46.2,46.6,2
567,Plot-28 BC,2,8.7,394,0.195,12.76,8.4,180,61.8,54,3
568,S-2,4,8.7,375,0.19,18.12,15.2,160,54.2,54.3,2
569,Manmade S-1,4,8.7,375,0.19,28.12,15.2,160,39.8,39,2
570,M Md F S-2,4,8.7,375,0.19,18.12,15.2,160,38.2,40,3
571,M Md F S-1,3,8.7,340,0.1855,11.15,17.28,220,49.5,46,3
572,NFS-Banthra-3,3,8.7,340,0.19,41.15,17.3,220,45,42.4,2
573,S-1,3,8.7,340,0.1755,11.15,17.28,250,50.75,49.98,2
574,pinnata,1,8.7,310,0.65,45,26.72,250,44.8,42,1
575,pinnata,1,8.7,310,0.65,45,26.72,250,44.8,42,1
576,pinnata,1,8.7,310,0.65,45,26.72,250,44.8,42,1
577,Plot-1 BC,2,8.7,170,0.615,25.08,55.04,350,46.3,43,3
578,Bixa,1,8.7,160,0.61,56,17,200,49.5,42,2
579,BRC Leg-25,2,8.72,580,0.3,46.13,17.27,350,44,43.7,2
580,Silviculture,2,8.74,618,0.28,35.24,18.07,339,43.6,42.77,1
581,Silviculture,2,8.74,618,0.28,35.24,18.07,339,43.6,42.77,1
582,Silviculture,2,8.74,618,0.28,35.24,18.07,339,43.6,42.77,1
583,BRC Leg-25,2,8.75,560,0.32,41.73,16.76,360,42,43.7,2
584,BRCnonleg-25,2,8.75,480,0.23,46,15.36,330,45.7,45,2
585,NFS-1,2,8.75,480,0.225,46,15.36,340,57.72,48.43,3
586,Herb Perinneal,2,8.75,440,0.345,44.8,37.12,480,56.31,52.48,3
587,S-1,4,8.75,370,0.085,15.75,12.68,125,50.87,46.83,2
588,NFS-Banthra-3,4,8.75,370,0.09,25.75,13.6,135,42.2,38.4,2
589,M Md F S-1,4,8.75,370,0.085,15.75,12.68,135,34.6,36,3
590,S-1,3,8.75,350,0.155,15,18.24,200,51.45,49.85,2
591,NFS-Banthra-3,3,8.75,345,0.19,42.67,18.24,205,45.2,42.6,2
592,Plot No.30,1,8.75,320,0.56,66,34.56,430,61.7,54,3
593,Ber Plot,1,8.75,300,0.42,72.8,50.24,255,62.6,57,3
594,Plot-3 BC,1,8.75,270,0.745,17.11,45.5,375,52.55,41.9,3
595,Silviculture,2,8.76,610,0.29,36.87,20.89,322,44.26,42.47,1
596,Silviculture,2,8.76,610,0.29,36.87,20.89,322,44.26,42.47,1
597,Silviculture,2,8.76,610,0.29,36.87,20.89,322,44.26,42.47,1
598,Plot 25-RS,1,8.76,260,0.565,19.51,16.48,300,54.6,51,2
599,Plot-plpr,1,8.76,200,0.735,25.08,50.24,350,51.97,49.27,3
600,Horticulture,2,8.77,408,0.33,47.13,34.59,364,41.97,41.27,2
601,Agriculture,2,8.77,365,0.19,29.2,26.27,318,41.87,37.83,2
602,Horticulture,2,8.78,410,0.39,49.55,33.84,372,42.38,41.27,1
603,Horticulture,2,8.78,410,0.39,49.55,33.84,372,42.38,41.27,1
604,Horticulture,2,8.78,410,0.39,49.55,33.84,372,42.38,41.27,1
605,BRC-Nonleg-15,1,8.78,310,0.63,56,28.75,325,43,45.6,2
606,Plot-31 AC,2,8.8,555,0.105,24.5,20.48,200,52.6,45,3
607,Plot-43 BC,3,8.8,515,0.12,14.8,8.036,300,46.3,44,3
608,Acacia,1,8.8,505,0.75,51.2,19,625,45.6,40,1
609,Acacia,1,8.8,505,0.75,51.2,19,625,45.6,40,1
610,Acacia,1,8.8,505,0.75,51.2,19,625,45.6,40,1
611,Bamboo,4,8.8,500,0.12,22,6,280,47.33,48.33,3
612,Plot-44 BC,1,8.8,475,0.355,34,28.14,430,38.7,37,3
613,BRCnonleg-25,2,8.8,470,0.2,41.6,21.4,320,45.5,45.2,2
614,Plot-41 AC,2,8.8,425,0.25,21.3,15,275,50.3,48,3
615,Plot-42 BC,4,8.8,400,0.075,7.2,5.2,162.5,52.3,46,3
616,Plot-44 BC,2,8.8,387.5,0.215,26.7,16.1,325,57.3,51,3
617,Plot No.38,2,8.8,375,0.21,38,23.26,360,41.33,38,3
618,S-2,4,8.8,370,0.175,19.5,17.85,180,54.8,54,2
619,S-1,4,8.8,365,0.065,7.5,15.45,125,51.53,46.65,2
620,NFS-Banthra-3,4,8.8,365,0.07,17.5,12.5,145,42.8,39.8,2
621,M Md F S-1,4,8.8,365,0.065,7.5,12.45,145,38.5,41,3
622,Manmade S-1,4,8.8,365,0.17,23.5,16.25,150,41.2,38.5,2
623,S-1,3,8.8,360,0.2,8.36,18.08,190,51.7,49.47,2
624,M Md F S-1,3,8.8,360,0.2,8.36,18.08,200,47.1,46,3
625,NFS-Banthra-3,3,8.8,360,0.2,48.36,17.08,200,44.8,41.7,2
626,Lawn,2,8.8,360,0.53,67.5,34.29,210,41.33,42.33,3
627,Arjuna ,1,8.8,350,0.57,56,33.52,275,45.3,44,1
628,Arjuna ,1,8.8,350,0.57,56,33.52,275,45.3,44,1
629,Arjuna ,1,8.8,350,0.57,56,33.52,275,45.3,44,1
630,Plot-56 BC,2,8.8,300,0.22,12.54,13.2,225,53.6,50.77,3
631,Plot-1 BC,4,8.8,250,0.18,12.8,14.6,150,46.15,39.88,3
632,Bixa,2,8.8,145,0.23,37,27,138,39.2,38,2
633,Bixa,2,8.8,135,0.21,42,25,140,36.3,35,2
634,Horticulture,2,8.82,430,0.38,47.87,35.07,358,42.63,41.23,2
635,grassland,2,8.83,485,0.36,49.2,34.56,308,42.7,36.85,2
636,BRC Leg-25,4,8.85,710,0.11,20.49,16.07,250,37,37,2
637,Acacia,1,8.85,510,0.55,58.4,21.84,650,47.2,43,1
638,Acacia,1,8.85,510,0.55,58.4,21.84,650,47.2,43,1
639,Acacia,1,8.85,510,0.55,58.4,21.84,650,47.2,43,1
640,NFS-2,1,8.85,485,0.41,70,24.66,320,45.8,55.5,3
641,NFS-banthra-1,1,8.85,485,0.46,70,24.66,340,45.8,45.8,2
642,S-1,4,8.85,385,0.085,7.24,16.64,150,51.3,47.12,2
643,NFS-Banthra-3,4,8.85,365,0.07,21,14.6,150,42.3,38,2
644,Plot-3 BC,1,8.85,305,0.795,16.02,46,350,49.34,46.55,3
645,BRC Leg-25,3,8.86,700,0.16,30.91,13.35,325,39,40.2,2
646,BRC Leg-15,1,8.87,450,0.61,54.73,20.04,475,42,44,2
647,Agriculture,2,8.88,390,0.24,26.83,25.4,325,42.3,38.12,2
648,Plot-41 AC,2,8.89,380,0.285,22,16.48,280,48,46,3
649,Grassland,3,8.9,670,0.35,50,33.25,360,56.99,56.8,3
650,Dulce,1,8.9,555,0.84,56.4,20.8,625,44.4,44,1
651,Dulce,1,8.9,555,0.84,56.4,20.8,625,44.4,44,1
652,Dulce,1,8.9,555,0.84,56.4,20.8,625,44.4,44,1
653,Plot-29 BC,2,8.9,550,0.12,19,12,262.5,58.3,52,3
654,Bougainvillea,4,8.9,500,0.15,32,38.76,300,61.3,55,3
655,grassland,2,8.9,500,0.43,64.22,33.2,313,42.45,37.58,2
656,grassland,2,8.9,480,0.39,43.95,35.21,305,41.75,37.4,2
657,Herb Perinneal,3,8.9,480,0.3,32.8,38.52,420,60.4,62.91,3
658,Herb Annuals,3,8.9,440,0.07,20.4,45.28,360,64.2,62.3,3
659,M Md F S-2,4,8.9,380,0.16,9.8,15.8,140,44.2,41,3
660,Manmade S-1,4,8.9,380,0.16,19.8,15.8,140,39.7,38.8,2
661,NFS-Banthra-3,4,8.9,380,0.06,19.85,14.5,170,42.6,38.2,2
662,M Md F S-1,4,8.9,380,0.056,9.85,16.42,170,40,40,3
663,S-1,4,8.9,380,0.056,9.85,16.42,200,50.61,46.89,2
664,Plot No.30,2,8.9,380,0.18,42.4,30.08,380,56.2,53,3
665,Equisitifolia ,2,8.9,355,0.218,42.2,18.2,200,46.7,42,1
666,Equisitifolia ,2,8.9,355,0.218,42.2,18.2,200,46.7,42,1
667,Equisitifolia ,2,8.9,355,0.218,42.2,18.2,200,46.7,42,1
668,Plot-42 BC,3,8.9,350,0.12,11.15,7.2,175,55,48,3
669,Auriculiformis,4,8.9,280,0.065,18.64,18.7,100,39.4,37,1
670,Auriculiformis,4,8.9,280,0.065,18.64,18.7,100,39.4,37,1
671,Auriculiformis,4,8.9,280,0.065,18.64,18.7,100,39.4,37,1
672,Plot-44 BC,2,8.9,275,0.225,22.6,13.054,375,55.5,46,3
673,Plot-plpr,1,8.9,205,0.72,24.4,49.4,375,51.56,53.8,3
674,Plot-1 BC,3,8.9,165,0.225,17.5,16,225,46.52,40.7,3
675,Bixa,1,8.9,145,0.6,54,15,195,52,47,2
676,Bixa,2,8.9,140,0.23,40,26,145,36.7,37,2
677,Agriculture,2,8.92,385,0.2,28.47,25.45,321,42.53,37.65,2
678,grassland,2,8.93,495,0.42,42,33.41,310,42.04,37.65,2
679,Dulce,1,8.95,555,0.66,57.8,15.36,725,46.2,46,1
680,Dulce,1,8.95,555,0.66,57.8,15.36,725,46.2,46,1
681,Dulce,1,8.95,555,0.66,57.8,15.36,725,46.2,46,1
682,Plot-42 AC,2,8.95,450,0.15,19.6,8.96,150,51,44,3
683,Herb Perinneal,2,8.95,420,0.31,44.8,48.16,445,62.18,58.41,3
684,AcaciaFAO,2,8.95,410,0.35,28.6,24.5,460,42.3,41,2
685,Lawn,2,8.95,380,0.3,69.2,30.72,190,50.33,50,3
686,Arjuna ,1,8.95,355,0.6,62,33.76,250,46,43,1
687,Arjuna ,1,8.95,355,0.6,62,33.76,250,46,43,1
688,Arjuna ,1,8.95,355,0.6,62,33.76,250,46,43,1
689,Plot-3 BC,1,8.95,340,0.845,14.93,48.2,320,51.88,40.73,3
690,Acacia,1,8.96,515,0.542,54.6,19.28,600,44.3,42,1
691,Acacia,1,8.96,515,0.542,54.6,19.28,600,44.3,42,1
692,Acacia,1,8.96,515,0.542,54.6,19.28,600,44.3,42,1
693,Plot-42 AC,4,9,770,0.12,7.8,15.68,200,44,44,3
694,BRC Leg-25,3,9,670,0.2,33.87,12.21,320,38.2,39.33,2
695,Plot-28 BC,4,9,650,0.09,6,5,150,40.8,36,3
696,Herb Perinneal,4,9,600,0.375,18.5,38.72,400,57.58,59.57,3
697,Grassland,2,9,550,0.4,50.4,37.12,400,54.53,47.65,3
698,Herb Annuals,4,9,530,0.04,15.3,42.46,350,59.89,60.31,3
699,procera,1,9,515,0.67,44.8,20.16,575,46.1,46,1
700,procera,1,9,515,0.67,44.8,20.16,575,46.1,46,1
701,procera,1,9,515,0.67,44.8,20.16,575,46.1,46,1
702,procera,1,9,510,0.72,51.6,19.36,550,48,45,1
703,procera,1,9,510,0.72,51.6,19.36,550,48,45,1
704,procera,1,9,510,0.72,51.6,19.36,550,48,45,1
705,Plot-14 BC,1,9,485,0.435,26.4,15.2,425,53.6,50,3
706,Plot-29 BC,2,9,450,0.145,17,13.5,238,54.7,47,3
707,Bougainvillea,4,9,450,0.13,28,36.5,370,59.5,55,3
708,Plot No.38,2,9,410,0.2,47,31,325,46.67,45.67,3
709,Agriculture,2,9,400,0.17,25.77,27.03,320,41.61,37.89,2
710,Plot-28 BC,3,9,390,0.135,10.36,5.6,112.5,54.2,49,3
711,Plot No.38,2,9,380,0.21,50,23.4,370,46.67,45.67,3
712,Plot-44 BC,3,9,375,0.12,19.4,12.08,287.5,51.5,46,3
713,Plot-16 AUC,1,9,310,0.255,16.5,55.04,300,37.4,37,3
714,Herb Annuals,2,9,290,0.15,50.4,45.6,445,57.4,60,3
715,Plot-42 BC,2,9,270,0.195,18.15,12.1,237.5,37.5,37,3
716,Auriculiformis,4,9,260,0.16,20.24,20.22,150,38.6,36,1
717,Auriculiformis,4,9,260,0.16,20.24,20.22,150,38.6,36,1
718,Auriculiformis,4,9,260,0.16,20.24,20.22,150,38.6,36,1
719,Plot-56 BC,2,9,210,0.24,9.75,12.88,265,47.31,43.48,3
720,Plot-1 BC,3,9,200,0.165,16.36,17.96,190,48.2,42.57,3
721,Silviculture,2,9.01,627,0.25,34.49,18.28,330,44.18,42.41,1
722,Silviculture,2,9.01,627,0.25,34.49,18.28,330,44.18,42.41,1
723,Silviculture,2,9.01,627,0.25,34.49,18.28,330,44.18,42.41,1
724,Plot 25-RS,1,9.02,320,0.62,21.33,18.4,245,53.7,52,2
725,Plot-plpr,1,9.02,210,0.705,23.69,48.56,375,51.38,48.27,3
726,BRC Leg-25,4,9.03,780,0.06,19.83,11.89,270,36.33,36.33,2
727,BRC Leg-15,2,9.03,745,0.29,24.27,21.99,400,42.33,41,2
728,NFS-1,3,9.05,580,0.075,22.4,17.28,180,55.9,44.36,3
729,BRCnonleg-25,3,9.05,580,0.08,22.4,17.28,180,43.6,40.4,2
730,AcaciaFAO,2,9.05,420,0.36,22.4,20.64,450,44.2,39,2
731,Plot No.30,2,9.05,380,0.14,37,31.2,360,52.3,49,3
732,Arjuna ,2,9.1,595,0.18,29.2,31.54,300,42.3,38,1
733,Arjuna ,2,9.1,595,0.18,29.2,31.54,300,42.3,38,1
734,Arjuna ,2,9.1,595,0.18,29.2,31.54,300,42.3,38,1
735,NFS-1,3,9.1,560,0.105,24.2,16,160,70.09,56.02,3
736,BRCnonleg-25,3,9.1,560,0.11,24.5,16,160,43.4,40.6,2
737,Plot-14 BC,3,9.1,530,0.09,11.3,7,250,46.7,48,3
738,Plot-14 BC,2,9.1,520,0.3,18.2,10.6,287.5,50.8,50,3
739,Plot-14 BC,1,9.1,490,0.525,29.2,17.8,395,47.3,44,3
740,Plot-14 BC,2,9.1,480,0.195,15.4,9.4,275,47.5,47,3
741,Plot-15 AUC,1,9.1,420,0.6,17.4,14.72,250,39,44,3
742,AcaciaFAO,2,9.1,415,0.34,21.8,21.84,425,43.1,38,2
743,Plot No.30,2,9.1,390,0.2,43,20.48,400,54.7,53,3
744,Plot-17 AUC,1,9.1,370,0.825,19.8,36.32,300,54.08,65.72,3
745,Herb Perinneal,1,9.1,320,0.75,95.2,39.84,520,57.73,57.43,3
746,Plot-44 BC,2,9.1,237.5,0.185,25.3,15.054,350,64,57,3
747,Bixa,1,9.1,151,0.64,53,16,196,50.6,46,2
748,Plot-31 AC,3,9.13,885,0.06,16.8,24.96,200,44.5,40,3
749,BRC-Nonleg-15,2,9.13,520,0.24,36,18.35,250,39.67,42.6,2
750,NFS-3,2,9.15,860,0.225,67.8,24.2,345,56.54,54,3
751,NFS-Bannthra-2,2,9.15,860,0.23,67.8,24.2,345,46.5,44.75,2
752,NFS-banthra-1,2,9.15,660,0.1,54.2,21.79,240,44.1,43,2
753,Acaciaarabica,1,9.15,615,0.456,43.6,20.4,510,45,40,2
754,BRC Leg-25,4,9.19,800,0.09,17.62,9.57,265,37,36.5,2
755,Plot-43 BC,4,9.2,730,0.09,10.5,4.018,325,39.6,40,3
756,Plot-29 BC,3,9.2,630,0.12,10.2,9.2,200,47.5,44,3
757,Grassland,3,9.2,625,0.16,50.4,39.24,375,58.7,59.4,3
758,Plot-31 AC,2,9.2,590,0.12,22.5,20.32,200,46.2,43,3
759,Plot-28 BC,4,9.2,560,0.135,7.4,4.4,187.5,49.4,40,3
760,Plot-41 AC,3,9.2,560,0.16,14,17.48,200,49.5,47,3
761,NFS-1,3,9.2,550,0.108,26.5,18.08,200,54.2,39.24,3
762,BRCnonleg-25,3,9.2,550,0.11,26.5,18.08,200,43.2,39.8,2
763,Plot-14 BC,4,9.2,550,0.06,7.4,4.8,237.5,39.4,43,3
764,Plot-42 BC,4,9.2,540,0.09,6.5,5.4,150,53.7,45,3
765,Herb Perinneal,2,9.2,520,0.36,56,43.04,450,62.6,59.77,3
766,Ber Plot,2,9.2,500,0.15,28,46.56,150,60.7,57,3
767,Plot-28 BC,3,9.2,480,0.14,9.76,6.6,162.5,52,46,3
768,Equisitifolia ,2,9.2,365,0.18,45.4,19.2,150,44.5,43,1
769,Equisitifolia ,2,9.2,365,0.18,45.4,19.2,150,44.5,43,1
770,Equisitifolia ,2,9.2,365,0.18,45.4,19.2,150,44.5,43,1
771,Herb Annuals,2,9.2,340,0.105,36.8,47.32,480,58.85,61.4,3
772,Plot-14 AUC,1,9.2,300,0.39,17.8,18.56,250,36.3,40,3
773,Plot-44 BC,3,9.2,262.5,0.06,16.5,10.2,280,55.5,51,3
774,Plot-56 BC,2,9.2,255,0.23,11.2,9.6,250,53.18,49.41,3
775,Acaciaarabica,1,9.23,625,0.39,46,20.16,500,46.6,42,2
776,NFS-3,2,9.25,835,0.195,66.4,24.4,335,56.02,57,3
777,NFS-Bannthra-2,2,9.25,835,0.2,66.4,24.4,335,46.2,45,2
778,AcaciaAW,2,9.25,565,0.256,21.8,18.08,175,41.6,40,2
779,BRC Leg-15,1,9.25,420,0.67,46.67,22.93,500,43.67,43.89,2
780,Ber Plot,2,9.25,390,0.235,44.8,49.76,175,61.2,57,3
781,Equisitifolia ,3,9.26,680,0.186,29.45,14.56,200,42.4,38,1
782,Equisitifolia ,3,9.26,680,0.186,29.45,14.56,200,42.4,38,1
783,Equisitifolia ,3,9.26,680,0.186,29.45,14.56,200,42.4,38,1
784,NFS-1,4,9.27,660,0.09,18,12.68,140,62.24,55.4,3
785,BRCnonleg-25,4,9.27,660,0.09,18,12.68,140,41.5,36.4,2
786,BRC-Nonleg-15,2,9.27,530,0.14,33,22,270,40,41.6,2
787,Plot-29 BC,4,9.3,850,0.09,6.8,4.56,175,48.8,45,3
788,NFS-Bannthra-2,2,9.3,845,0.18,65.93,24,350,46.1,44.5,2
789,Plot-42 AC,4,9.3,800,0.135,8.4,13.44,150,42.3,41,3
790,Arjuna ,3,9.3,745,0.144,17,22.88,300,33.7,38,1
791,Arjuna ,3,9.3,745,0.144,17,22.88,300,33.7,38,1
792,Arjuna ,3,9.3,745,0.144,17,22.88,300,33.7,38,1
793,Plot-42 AC,3,9.3,660,0.135,12.2,19.86,150,44.5,40,3
794,NFS-1,4,9.3,640,0.075,16.8,16.42,125,68.76,63.3,3
795,BRCnonleg-25,4,9.3,640,0.09,17,16.42,125,41,36.8,2
796,Plot-14 BC,3,9.3,600,0.165,12.6,7.8,280.5,45.3,44,3
797,Arjuna ,2,9.3,590,0.11,27,29.6,250,40.1,41,1
798,Arjuna ,2,9.3,590,0.11,27,29.6,250,40.1,41,1
799,Arjuna ,2,9.3,590,0.11,27,29.6,250,40.1,41,1
800,BRCnonleg-25,3,9.3,570,0.1,24.35,17.12,180,43,40,2
801,Plot-28 BC,4,9.3,565,0.09,5.6,5.2,175,46,41,3
802,BRC-Nonleg-15,2,9.3,550,0.2,34,19.62,255,42,42.1,2
803,Plot-14 BC,2,9.3,545,0.285,19.1,11.8,250,52.5,47,3
804,Lawn,2,9.3,535,0.24,60,24.29,200,49.33,48.44,3
805,Plot-14 BC,3,9.3,520,0.18,14.2,8.6,280,42.2,42,3
806,Equisitifolia ,2,9.3,360,0.332,41.2,20,250,45.3,41,1
807,Equisitifolia ,2,9.3,360,0.332,41.2,20,250,45.3,41,1
808,Equisitifolia ,2,9.3,360,0.332,41.2,20,250,45.3,41,1
809,Plot-42 BC,3,9.3,336,0.12,15.33,8.6,200,53.5,44,3
810,Plot-15 AUC,1,9.3,235,0.3,19,45.52,200,54.7,49,3
811,NFS-1,4,9.33,610,0.1,20.4,12.45,125,67.1,55.58,3
812,BRCnonleg-25,4,9.33,610,0.09,20.4,12.45,125,41.2,37.3,2
813,Plot-41 AC,3,9.33,540,0.255,15.4,14.08,250,51.7,49,3
814,Plot 25-RS,1,9.34,270,0.6,19.3,25,220,55.2,53,2
815,NFS-3,2,9.35,880,0.12,63.6,23.2,375,58.2,54.4,3
816,NFS-Bannthra-2,2,9.35,880,0.12,63.6,23.2,375,46.3,44.25,2
817,NFS-2,2,9.35,680,0.105,54.4,21.32,225,61.65,46,3
818,NFS-banthra-1,2,9.35,680,0.11,54.4,21.32,225,44.2,43.5,2
819,pinnata,2,9.35,520,0.268,35,27.3,250,41.3,41,1
820,pinnata,2,9.35,520,0.268,35,27.3,250,41.3,41,1
821,pinnata,2,9.35,520,0.268,35,27.3,250,41.3,41,1
822,Herb Annuals,3,9.35,465,0.08,25.8,43.21,375,58.6,56.2,3
823,Acaciaarabica,1,9.37,620,0.572,50.4,24.8,530,47.3,44,2
824,NFS-3,3,9.4,1000,0.15,40.5,19.52,260,54.7,46.85,3
825,NFS-Bannthra-2,3,9.4,1000,0.15,40.5,19.52,260,43.7,37.8,2
826,Plot-16 AUC,2,9.4,680,0.075,10.5,18.8,250,63.72,54.43,3
827,Grassland,3,9.4,650,0.2,46,35.68,340,58.64,58.4,3
828,NFS-2,2,9.4,640,0.15,52.8,21.44,250,64.03,51.95,3
829,NFS-banthra-1,2,9.4,640,0.15,52.8,21.44,250,43.7,43.2,2
830,Plot-43 BC,3,9.4,640,0.135,12.5,10.045,287.5,46.3,41,3
831,Plot-14 BC,4,9.4,625,0.12,10.2,6.6,237.5,42.5,43,3
832,Ber Plot,3,9.4,600,0.12,21.6,50.23,100,53.5,52,3
833,Plot-41 AC,3,9.4,590,0.2,16.2,13,200,41.1,41,3
834,Arjuna ,2,9.4,585,0.142,22.4,28.24,250,41.5,40,1
835,Arjuna ,2,9.4,585,0.142,22.4,28.24,250,41.5,40,1
836,Arjuna ,2,9.4,585,0.142,22.4,28.24,250,41.5,40,1
837,AcaciaAW,2,9.4,570,0.28,26.8,18.2,150,42.3,42,2
838,Plot-43 BC,3,9.4,570,0.09,13.6,8.036,287.5,42.6,41,3
839,Lawn,3,9.4,500,0.3,55,27.15,190,46.33,43,3
840,Plot No.38,3,9.4,475,0.1,25.6,26.08,280,43.67,38.33,3
841,Plot No.38,3,9.4,460,0.11,28,24.3,320,44,43.78,3
842,Herb Perinneal,3,9.4,460,0.2,33.7,41.26,380,58.06,60.32,3
843,Lawn,3,9.4,450,0.16,40,21.43,175,43.67,42.67,3
844,Plot-42 BC,4,9.4,430,0.09,8.79,6.8,162.5,51.5,47,3
845,Plot-29 BC,2,9.4,420,0.17,16.5,14.6,262.5,50.3,44,3
846,Plot-16 AUC,1,9.4,380,0.24,15,22.72,275,35,38,3
847,Plot-44 BC,3,9.4,237.5,0.105,18.2,11.5,280,56.7,48,3
848,Plot 25-RS,1,9.42,340,0.48,20.02,23,250,54.6,51,2
849,BRC-Nonleg-15,3,9.44,755,0.17,26,16.3,205,38,37.2,2
850,KGRFB-Grass,1,9.44,550,0.11,30,13.56,200,41.2,39.6,3
851,Plot-41 AC,4,9.45,720,0.125,9.2,15.84,170,40.8,40,3
852, Eucalyptus ,2,9.45,630,0.2,34,16.48,200,40.5,41,1
853, Eucalyptus ,2,9.45,630,0.2,34,16.48,200,40.5,41,1
854, Eucalyptus ,2,9.45,630,0.2,34,16.48,200,40.5,41,1
855,AcaciaAW,2,9.45,560,0.276,29.8,17.72,200,40,39,2
856,Plot No.30,3,9.45,490,0.1,32,19.2,310,53.2,50,3
857,Ber Plot,2,9.45,470,0.2,33.6,49.6,200,59.6,54,3
858,Herb Annuals,3,9.45,430,0.055,34.6,39.86,340,58.2,54.8,3
859,Plot-31 AC,4,9.46,862,0.06,10.2,13.44,200,44.7,42,3
