Seq,Type,depth,ph,conductivity,carbon,nitrogen,phosphorus,potassium,WHC,porosity,class
832,Plot-16 AUC,4,11,1230,0.045,5.4,8.8,215,65.76,60.3,lowfertile
833,Plot-16 AUC,4,10.8,935,0.045,6,15.04,200,68.1,56.58,lowfertile
834,Plot-16 AUC,4,10.2,680,0.075,5.8,9.92,185,62.24,55.4,lowfertile
835,Plot-17 AUC,1,9.1,370,0.825,19.8,36.32,300,54.08,65.72,lowfertile
836,Plot-17 AUC,1,9.7,390,0.33,20,19.68,250,51.8,61.5,lowfertile
837,Plot-17 AUC,1,9.9,670,0.225,19,19.68,250,64,59.75,lowfertile
838,Plot-17 AUC,2,9.9,850,0.225,14,13.28,220,70.65,55,lowfertile
839,Plot-17 AUC,2,10.1,680,0.21,13.6,16.15,180,59.6,59.76,lowfertile
840,Plot-17 AUC,2,10.8,250,0.09,15,17.6,200,63.03,50.95,lowfertile
841,Plot-17 AUC,3,10.5,1000,0.165,9.8,10.4,205,58.65,50.8,lowfertile
842,Plot-17 AUC,3,10.4,720,0.12,10,14.4,175,63.65,53.45,lowfertile
843,Plot-17 AUC,3,10.9,1370,0.165,11,13.4,170,54.23,51.42,lowfertile
844,Plot-17 AUC,4,10.6,1360,0.12,6.8,8.64,200,58.86,43.25,lowfertile
845,Plot-17 AUC,4,10.6,1190,0.12,7.2,11.8,150,47.95,54.22,lowfertile
846,Plot-17 AUC,4,11,1620,0.12,7.8,10.4,150,51.23,54.4,lowfertile
847,Plot-18 AUC,1,9.7,320,0.345,20,19.84,520,64.42,40.44,lowfertile
848,Plot-18 AUC,1,9.5,450,0.555,21.2,21.76,555,61.39,56.33,lowfertile
849,Plot-18 AUC,1,8,380,0.315,19.6,19.24,550,58.65,58.21,lowfertile
850,Plot-18 AUC,2,9.8,580,0.105,15.6,18.24,445,57.13,43.97,lowfertile
851,Plot-18 AUC,2,10.3,960,0.45,14.8,20.32,450,68.73,50.08,lowfertile
852,Plot-18 AUC,2,9.7,690,0.06,15,18.56,480,62.09,47.81,lowfertile
853,Plot-18 AUC,3,10.6,1070,0.075,11.5,16.64,450,59.28,53.63,lowfertile
854,Plot-18 AUC,3,11.2,1270,0.15,10.5,14.72,400,42,48.27,lowfertile
855,Plot-18 AUC,3,10.4,1140,0.075,11,18.24,425,59.59,52.46,lowfertile
856,Plot-18 AUC,4,10.8,1350,0.06,7.8,15.04,420,53.4,50.7,lowfertile
857,Plot-18 AUC,4,11.5,1320,0.06,7.4,10.88,375,47,45.1,lowfertile
858,Plot-18 AUC,4,10.8,1640,0.12,8.2,18.24,370,57.09,43.21,lowfertile
859,NFS-1,1,8.13,350,0.87,86.4,29.6,430,50.89,58.2,lowfertile
860,NFS-1,1,8.2,365,1.11,84,27.52,425,45,52.56,lowfertile
861,NFS-1,1,8.15,360,1.01,85.6,28.48,395,75.8,48.9,lowfertile
862,NFS-1,2,8.66,450,0.11,41.6,19.04,325,67.25,44.94,lowfertile
863,NFS-1,2,8.65,460,0.255,36.6,17.92,290,66.24,44.79,lowfertile
864,NFS-1,2,8.75,480,0.225,46,15.36,340,57.72,48.43,lowfertile
865,NFS-1,3,9.05,580,0.075,22.4,17.28,180,55.9,44.36,lowfertile
866,NFS-1,3,9.2,550,0.108,26.5,18.08,200,54.2,39.24,lowfertile
867,NFS-1,3,9.1,560,0.105,24.2,16,160,70.09,56.02,lowfertile
868,NFS-1,4,9.3,640,0.075,16.8,16.42,125,68.76,63.3,lowfertile
869,NFS-1,4,9.33,610,0.1,20.4,12.45,125,67.1,55.58,lowfertile
870,NFS-1,4,9.27,660,0.09,18,12.68,140,62.24,55.4,lowfertile
871,NFS-2,1,8.7,395,0.4,75,30.16,330,47.08,58.72,lowfertile
872,NFS-2,1,8.85,485,0.41,70,24.66,320,45.8,55.5,lowfertile
873,NFS-2,1,8.55,400,0.66,74,31.72,375,59,54.75,lowfertile
874,NFS-2,2,9.35,680,0.105,54.4,21.32,225,61.65,46,lowfertile
875,NFS-2,2,9.5,720,0.045,55.4,22.6,250,59.6,59.76,lowfertile
876,NFS-2,2,9.4,640,0.15,52.8,21.44,250,64.03,51.95,lowfertile
877,NFS-2,3,10,865,0.09,25.4,17.2,170,60.65,52.8,lowfertile
878,NFS-2,3,9.75,890,0.04,26.2,18.08,160,66.65,56.45,lowfertile
879,NFS-2,3,9.8,850,0.1,25.2,20.8,175,45.23,42.42,lowfertile
880,NFS-2,4,10.2,1010,0.045,22.4,14,125,50.86,35.25,lowfertile
881,NFS-2,4,10.1,1050,0.03,18.4,15.8,145,40.95,47.22,lowfertile
882,NFS-2,4,10,960,0.07,15.8,15.2,140,45.23,48.4,lowfertile
883,NFS-3,1,8.25,550,0.72,81.8,33.56,415,67.42,43.44,lowfertile
884,NFS-3,1,8.1,490,1.075,83.6,32.28,410,60.39,55.33,lowfertile
885,NFS-3,1,8.35,480,0.78,86.4,34.4,400,62,53,lowfertile
886,NFS-3,2,9.35,880,0.12,63.6,23.2,375,58.2,54.4,lowfertile
887,NFS-3,2,9.15,860,0.225,67.8,24.2,345,56.54,54,lowfertile
888,NFS-3,2,9.25,835,0.195,66.4,24.4,335,56.02,57,lowfertile
889,NFS-3,3,9.8,1050,0.105,35.6,20.8,250,54.75,54,lowfertile
890,NFS-3,3,9.4,1000,0.15,40.5,19.52,260,54.7,46.85,lowfertile
891,NFS-3,3,9.7,990,0.14,39.6,19.2,230,61.04,54.65,lowfertile
892,NFS-3,4,9.9,1200,0.105,33.6,16,210,60.45,53.58,lowfertile
893,NFS-3,4,10,1110,0.12,31.2,16,200,58.75,55.98,lowfertile
894,NFS-3,4,10.25,1150,0.11,30.8,18.4,190,58.7,54.47,lowfertile
895,Grassland,1,8.4,475,0.75,78.4,42.8,600,57.04,53.57,lowfertile
896,Grassland,1,8.3,455,0.675,101,39.52,625,56.45,52.85,lowfertile
897,Grassland,1,8.35,460,1,95.2,41.28,650,54.61,48.89,lowfertile
898,Grassland,2,9,550,0.4,50.4,37.12,400,54.53,47.65,lowfertile
899,Grassland,2,8.7,540,0.36,59.2,38.4,425,60.87,54.83,lowfertile
900,Grassland,2,8.6,560,0.5,64,39.52,420,60.3,54.12,lowfertile
901,Grassland,3,9.2,625,0.16,50.4,39.24,375,58.7,59.4,lowfertile
902,Grassland,3,9.4,650,0.2,46,35.68,340,58.64,58.4,lowfertile
903,Grassland,3,8.9,670,0.35,50,33.25,360,56.99,56.8,lowfertile
904,Grassland,4,9.7,760,0.1,40.4,42.16,300,56.4,56.27,lowfertile
905,Grassland,4,9.6,750,0.1,33,44.28,300,54.69,52.2,lowfertile
906,Grassland,4,9.7,780,0.21,35,39.65,350,54.63,51.23,lowfertile
907,Herb Annuals,1,8.65,230,0.225,44.8,44.32,685,60.97,58.27,lowfertile
908,Herb Annuals,1,8.2,220,0.225,72.8,46.08,650,60.38,57.27,lowfertile
909,Herb Annuals,1,8.25,230,0.18,61.6,44.64,665,60.56,62.8,lowfertile
910,Herb Annuals,2,9.2,340,0.105,36.8,47.32,480,58.85,61.4,lowfertile
911,Herb Annuals,2,9,290,0.15,50.4,45.6,445,57.4,60,lowfertile
912,Herb Annuals,2,8.45,225,0.15,33.6,42.08,450,57,59.6,lowfertile
913,Herb Annuals,3,9.35,465,0.08,25.8,43.21,375,58.6,56.2,lowfertile
914,Herb Annuals,3,9.45,430,0.055,34.6,39.86,340,58.2,54.8,lowfertile
915,Herb Annuals,3,8.9,440,0.07,20.4,45.28,360,64.2,62.3,lowfertile
916,Herb Annuals,4,9.7,570,0.05,16.8,47.68,325,63.8,61,lowfertile
917,Herb Annuals,4,9.5,475,0.015,22.8,48.5,325,60.62,60.33,lowfertile
918,Herb Annuals,4,9,530,0.04,15.3,42.46,350,59.89,60.31,lowfertile
919,Herb Perinneal,1,8.23,300,0.45,84,39.68,525,58.19,58.44,lowfertile
920,Herb Perinneal,1,9.1,320,0.75,95.2,39.84,520,57.73,57.43,lowfertile
921,Herb Perinneal,1,8.35,285,0.675,78.4,46.08,530,57.26,53.47,lowfertile
922,Herb Perinneal,2,8.75,440,0.345,44.8,37.12,480,56.31,52.48,lowfertile
923,Herb Perinneal,2,9.2,520,0.36,56,43.04,450,62.6,59.77,lowfertile
924,Herb Perinneal,2,8.95,420,0.31,44.8,48.16,445,62.18,58.41,lowfertile
925,Herb Perinneal,3,8.9,480,0.3,32.8,38.52,420,60.4,62.91,lowfertile
926,Herb Perinneal,3,9.6,640,0.24,41.6,39.54,400,59.75,61.65,lowfertile
927,Herb Perinneal,3,9.4,460,0.2,33.7,41.26,380,58.06,60.32,lowfertile
928,Herb Perinneal,4,9,600,0.375,18.5,38.72,400,57.58,59.57,lowfertile
929,Herb Perinneal,4,9.8,680,0.1,32.2,39.84,340,56.69,55.51,lowfertile
930,Herb Perinneal,4,9.6,570,0.08,22.6,41.34,380,55.94,54.56,lowfertile
931,Ber Plot,1,8.55,275,0.315,67.2,57.6,220,62.23,61.6,lowfertile
932,Ber Plot,1,8.5,325,0.55,89.6,57.6,225,61.78,60.5,lowfertile
933,Ber Plot,1,8.75,300,0.42,72.8,50.24,255,62.6,57,lowfertile
934,Ber Plot,2,9.2,500,0.15,28,46.56,150,60.7,57,lowfertile
935,Ber Plot,2,9.25,390,0.235,44.8,49.76,175,61.2,57,lowfertile
936,Ber Plot,2,9.45,470,0.2,33.6,49.6,200,59.6,54,lowfertile
937,Ber Plot,3,9.4,600,0.12,21.6,50.23,100,53.5,52,lowfertile
938,Ber Plot,3,9.5,560,0.16,34.2,52.46,100,54.3,49,lowfertile
939,Ber Plot,3,9.8,580,0.12,22.4,46.28,150,58.6,57,lowfertile
940,Ber Plot,4,9.65,750,0.06,16.5,51.35,150,58.5,57,lowfertile
941,Ber Plot,4,9.8,600,0.1,24.6,53.64,100,53.3,51,lowfertile
942,Ber Plot,4,10,640,0.08,18.4,55.28,100,53.5,51,lowfertile
943,Bougainvillea,1,7.4,240,0.66,112,42.72,625,50.4,51,lowfertile
944,Bougainvillea,1,7.6,300,0.93,118.4,44.8,625,50.3,48,lowfertile
945,Bougainvillea,1,7.55,250,0.675,106.4,42.88,600,45.6,46,lowfertile
946,Bougainvillea,2,7.8,320,0.4,72.8,42.88,460,43.5,43,lowfertile
947,Bougainvillea,2,8,380,0.68,72.8,42.4,450,52.7,51,lowfertile
948,Bougainvillea,2,7.9,335,0.45,73,40,465,50.6,51,lowfertile
949,Bougainvillea,3,8.35,400,0.2,39.2,46.72,375,68.6,62,lowfertile
950,Bougainvillea,3,8.5,440,0.32,41,45.28,375,68.5,59,lowfertile
951,Bougainvillea,3,8.4,400,0.25,40,44.32,350,69,62,lowfertile
952,Bougainvillea,4,8.7,450,0.1,28,42.6,340,65.6,59,lowfertile
953,Bougainvillea,4,8.9,500,0.15,32,38.76,300,61.3,55,lowfertile
954,Bougainvillea,4,9,450,0.13,28,36.5,370,59.5,55,lowfertile
955,Rosery,1,6.52,530,1.71,180,68.74,300,68.7,60,lowfertile
956,Rosery,1,6.85,360,2.05,175,72.65,275,66.3,60,lowfertile
957,Rosery,1,7.05,355,1.87,185,63.24,250,62.5,57,lowfertile
958,Rosery,2,7,600,1.5,155,44.68,300,60.3,54,lowfertile
959,Rosery,2,7.2,430,1.8,140,48.72,250,58.7,51,lowfertile
960,Rosery,2,7.5,475,1.65,140,51.23,250,59.5,54,lowfertile
961,Rosery,3,7.6,710,1,127,35.42,260,53.2,50,lowfertile
962,Rosery,3,7.8,540,1.3,99,37.8,240,51.7,50,lowfertile
963,Rosery,3,8,550,1.2,115,30.24,250,57.3,54,lowfertile
964,Rosery,4,8.2,820,0.45,85,25.656,220,58.2,55,lowfertile
965,Rosery,4,8.4,660,0.75,50,27.8,200,52,49,lowfertile
966,Rosery,4,8.6,690,0.65,80,21.54,180,48.67,49.67,lowfertile
967,Lawn,1,8.4,230,0.75,106.5,45,300,48,48,lowfertile
968,Lawn,1,8.2,270,0.9,128,55,250,48.67,46.89,lowfertile
969,Lawn,1,8.55,300,0.5,83,30,250,46.33,43,lowfertile
970,Lawn,2,8.8,360,0.53,67.5,34.29,210,41.33,42.33,lowfertile
971,Lawn,2,8.95,380,0.3,69.2,30.72,190,50.33,50,lowfertile
972,Lawn,2,9.3,535,0.24,60,24.29,200,49.33,48.44,lowfertile
973,Lawn,3,9.4,500,0.3,55,27.15,190,46.33,43,lowfertile
974,Lawn,3,9.4,450,0.16,40,21.43,175,43.67,42.67,lowfertile
975,Lawn,3,9.6,600,0.1,32,20,185,43.67,42.67,lowfertile
976,Lawn,4,9.9,620,0.14,18,16,200,41,40.78,lowfertile
977,Lawn,4,9.95,620,0.1,15,18,150,40.67,35.33,lowfertile
978,Lawn,4,10.15,750,0.08,22,17.5,150,35.67,35,lowfertile
979,Plot No.30,1,8.5,290,0.52,72.8,41.76,430,45,43,lowfertile
980,Plot No.30,1,8.75,320,0.56,66,34.56,430,61.7,54,lowfertile
981,Plot No.30,1,8.3,310,0.465,63,36.56,410,62.5,57,lowfertile
982,Plot No.30,2,8.9,380,0.18,42.4,30.08,380,56.2,53,lowfertile
983,Plot No.30,2,9.1,390,0.2,43,20.48,400,54.7,53,lowfertile
984,Plot No.30,2,9.05,380,0.14,37,31.2,360,52.3,49,lowfertile
985,Plot No.30,3,9.45,490,0.1,32,19.2,310,53.2,50,lowfertile
986,Plot No.30,3,9.8,500,0.13,28,24.96,315,47,44,lowfertile
987,Plot No.30,3,9.75,480,0.08,40,20.8,300,51.67,52.67,lowfertile
988,Plot No.30,4,9.5,560,0.08,20,17.92,300,51,51,lowfertile
989,Plot No.30,4,9.9,580,0.09,15,13.44,320,51.67,49.89,lowfertile
990,Plot No.30,4,9.85,575,0.05,22,23,280,49.33,46,lowfertile
991,Plot No.38,1,8.4,280,0.44,63,29.12,440,44.33,45.33,lowfertile
992,Plot No.38,1,8.5,280,0.44,69,32,400,45.33,45,lowfertile
993,Plot No.38,1,8.6,310,0.43,72,30.08,420,44.33,43.44,lowfertile
994,Plot No.38,2,8.8,375,0.21,38,23.26,360,41.33,38,lowfertile
995,Plot No.38,2,9,410,0.2,47,31,325,46.67,45.67,lowfertile
996,Plot No.38,2,9,380,0.21,50,23.4,370,46.67,45.67,lowfertile
997,Plot No.38,3,9.4,460,0.11,28,24.3,320,44,43.78,lowfertile
998,Plot No.38,3,9.4,475,0.1,25.6,26.08,280,43.67,38.33,lowfertile
999,Plot No.38,3,9.6,465,0.16,32,20,340,38.67,38,lowfertile
1000,Plot No.38,4,9.9,555,0.06,22,16.8,300,40,38,lowfertile
1001,Plot No.38,4,10,580,0.06,18,20.96,270,56.7,49,lowfertile
1002,Plot No.38,4,10.1,610,0.1,17,12.96,320,57.5,52,lowfertile
1003,Bamboo,1,7,170,0.45,84.8,19,385,59.2,56,lowfertile
1004,Bamboo,1,7.1,220,1.2,101,14.3,400,57.7,56,lowfertile
1005,Bamboo,1,6.75,230,1.4,107,17.14,380,55.3,52,lowfertile
1006,Bamboo,2,7.7,250,0.24,44.8,15,350,56.2,53,lowfertile
1007,Bamboo,2,7.6,270,0.8,56,10,340,50,47,lowfertile
1008,Bamboo,2,7.4,280,1.1,61.6,12,325,46.67,47.67,lowfertile
1009,Bamboo,3,8.2,380,0.18,23.6,10,300,46,46,lowfertile
1010,Bamboo,3,8.1,400,0.45,35,8,290,46.67,44.89,lowfertile
1011,Bamboo,3,8,410,0.7,41,9,282,52.33,49,lowfertile
1012,Bamboo,4,8.8,500,0.12,22,6,280,47.33,48.33,lowfertile
1013,Bamboo,4,8.7,525,0.25,26,5,270,48.33,48,lowfertile
1014,Bamboo,4,8.6,535,0.3,32,4,275,47.33,46.44,lowfertile
