"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"2017.503736",67.8110712207304,19.069251051792,154.066368206813,6.24702969215735,216.688330190134
"2017.503765",67.8109360242668,19.0548718761491,154.113888125072,6.23549252871562,216.776935168388
"2017.503793",67.8108070669265,19.0405087174049,154.16140392236,6.2239746617503,216.865531172186
"2017.503822",67.8106840607764,19.0261613972363,154.20891521849,6.21247597154246,216.954117783525
"2017.503850",67.8105667311722,19.0118297448568,154.25642165149,6.20099634283025,217.042694604686
"2017.503879",67.8104548161446,18.997513596667,154.303922876766,6.18953566460087,217.13126125731
"2017.503907",67.8103480658146,18.9832127959208,154.351418566301,6.17809382989249,217.219817381505
"2017.503936",67.8102462418355,18.968927192408,154.398908407899,6.16667073560545,217.308362634999
"2017.503964",67.8101491168604,18.9546566421506,154.446392104447,6.1552662823224,217.396896692331
"2017.503993",67.8100564740345,18.9404010071141,154.493869373231,6.14388037413693,217.485419244077
"2017.504021",67.8099681065111,18.9261601549322,154.541339945267,6.13251291849031,217.573929996117
"2017.504050",67.8098838169897,18.9119339586438,154.588803564671,6.12116382601587,217.662428668928
"2017.504078",67.8098034172749,18.897722296443,154.636259988056,6.10983301039084,217.750914996915
"2017.504107",67.8097267278571,18.8835250514399,154.68370898396,6.09852038819505,217.839388727768
"2017.504135",67.8096535775105,18.8693421114337,154.73115033229,6.08722587877641,217.927849621856
"2017.504164",67.8095838029117,18.855173368695,154.778583823805,6.07594940412267,218.01629745164
"2017.504192",67.8095172482746,18.8410187197593,154.826009259613,6.06469088873928,218.104732001118
"2017.504221",67.8094537650026,18.8268780652297,154.873426450696,6.05345025953296,218.193153065295
"2017.504249",67.8093932113566,18.8127513095893,154.920835217453,6.0422274457008,218.281560449676
"2017.504278",67.8093354521389,18.798638361021,154.968235389269,6.03102237862458,218.369953969781
"2017.504306",67.8092803583909,18.7845391312375,155.015626804098,6.01983499177007,218.458333450687
"2017.504335",67.8092278071056,18.770453535318,155.063009308071,6.00866522059114,218.546698726585
"2017.504363",67.8091776809525,18.7563814915528,155.110382755116,5.99751300243823,218.635049640364
"2017.504392",67.8091298680158,18.7423229212954,155.157747006601,5.98637827647134,218.723386043204
"2017.504420",67.8090842615446,18.728277748821,155.205101930989,5.97526098357699,218.811707794201
"2017.504449",67.8090407597143,18.7142459011921,155.252447403514,5.96416106628913,218.900014759999
"2017.504478",67.8089992653997,18.7002273081301,155.299783305864,5.9530784687138,218.988306814438
"2017.504506",67.8089596859575,18.6862219018932,155.347109525885,5.94201313645728,219.07658383823
"2017.504535",67.8089219330198,18.672229617159,155.3944259573,5.93096501655769,219.164845718636
"2017.504563",67.8088859222971,18.6582503909141,155.441732499433,5.91993405741982,219.253092349165
"2017.504592",67.8088515733894,18.6442841623475,155.489029056952,5.90892020875297,219.341323629286
"2017.504620",67.8088188096072,18.6303308727497,155.536315539624,5.89792342151172,219.429539464154
"2017.504649",67.8087875578,18.6163904654165,155.583591862076,5.88694364783958,219.517739764344
"2017.504677",67.8087577481932,18.6024628855565,155.630857943573,5.87598084101521,219.605924445603
"2017.504706",67.8087293142323,18.5885480802041,155.678113707803,5.86503495540117,219.69409342861
"2017.504734",67.8087021924338,18.5746459981356,155.725359082671,5.85410594639515,219.782246638748
"2017.504763",67.8086763222444,18.5607565897897,155.772594000106,5.84319377038345,219.870384005886
"2017.504791",67.8086516459047,18.5468798071914,155.819818395874,5.83229838469662,219.958505464172
"2017.504820",67.8086281083212,18.5330156038797,155.867032209398,5.82141974756726,220.046610951832
"2017.504848",67.8086056569426,18.5191639348386,155.914235383594,5.81055781808975,220.134700410985
"2017.504877",67.808584241643,18.5053247564311,155.961427864703,5.79971255618192,220.22277378746
"2017.504905",67.8085638146095,18.4914980263368,156.008609602142,5.78888392254846,220.310831030623
"2017.504934",67.8085443302358,18.4776837034914,156.055780548351,5.77807187864611,220.398872093215
"2017.504962",67.8085257450201,18.4638817480305,156.10294065866,5.76727638665046,220.486896931193
"2017.504991",67.8085080174684,18.4500921212346,156.150089891149,5.75649740942433,220.574905503584
"2017.505019",67.8084911080014,18.4363147854772,156.197228206522,5.74573491048761,220.662897772335
"2017.505048",67.8084749788661,18.4225497041757,156.244355567987,5.73498885398851,220.750873702186
"2017.505076",67.8084595940522,18.4087968417443,156.291471941135,5.72425920467622,220.838833260533
"2017.505105",67.8084449192109,18.3950561635484,156.338577293834,5.71354592787479,220.926776417308
"2017.505133",67.8084309215784,18.3813276358626,156.385671596121,5.70284898945824,221.014703144857
"2017.505162",67.8084175699031,18.3676112258291,156.432754820101,5.69216835582693,221.102613417833
"2017.505191",67.8084048343758,18.3539069014191,156.479826939849,5.68150399388491,221.190507213079
"2017.505219",67.8083926865623,18.3402146313956,156.526887931321,5.67085587101838,221.278384509537
"2017.505248",67.8083810993413,18.3265343852779,156.573937772264,5.66022395507522,221.366245288139
"2017.505276",67.8083700468426,18.3128661333079,156.620976442135,5.64960821434541,221.454089531721
"2017.505305",67.80835950439,18.2992098464177,156.668003922017,5.6390086175424,221.54191722493
"2017.505333",67.808349448446,18.2855654961992,156.715020194546,5.62842513378533,221.629728354139
"2017.505362",67.8083398565596,18.2719330548746,156.762025243838,5.61785773258208,221.717522907366
"2017.505390",67.8083307073154,18.2583124952684,156.809019055417,5.60730638381317,221.8053008742
"2017.505419",67.8083219802866,18.2447037907808,156.856001616154,5.59677105771635,221.893062245722
"2017.505447",67.8083136559889,18.2311069153627,156.902972914198,5.58625172487194,221.980807014434
"2017.505476",67.8083057158373,18.2175218434909,156.949932938919,5.57574835618886,222.068535174199
"2017.505504",67.8082981421044,18.2039485501454,156.996881680853,5.56526092289127,222.156246720168
"2017.505533",67.8082909178807,18.1903870107871,157.043819131639,5.55478939650591,222.243941648723
"2017.505561",67.8082840270372,18.1768372013373,157.090745283977,5.54433374884996,222.331619957419
"2017.505590",67.8082774541893,18.1632990981569,157.137660131571,5.53389395201953,222.419281644927
"2017.505618",67.8082711846623,18.1497726780282,157.184563669082,5.52346997837861,222.50692671098
"2017.505647",67.8082652044585,18.136257918136,157.231455892087,5.51306180054862,222.594555156324
"2017.505675",67.8082595002265,18.1227547960505,157.27833679703,5.50266939139836,222.682166982668
"2017.505704",67.8082540592307,18.1092632897109,157.325206381187,5.49229272403454,222.769762192639
"2017.505732",67.8082488693235,18.0957833774093,157.37206464262,5.48193177179261,222.857340789737
"2017.505761",67.8082439189178,18.0823150377758,157.418911580143,5.47158650822816,222.944902778294
"2017.505789",67.8082391969611,18.0688582497643,157.465747193286,5.4612569071086,223.032448163431
"2017.505818",67.8082346929111,18.0554129926384,157.512571482261,5.45094294240531,223.119976951023
